"","County","Year","Month","laborforce","emplab","unemp","unemprate"
"4069","Sacramento",2016,"Jan",688600,650600,38000,5.5
"4070","Sacramento",2016,"Feb",689600,652300,37300,5.4
"4071","Sacramento",2016,"Mar",690800,653000,37800,5.5
"4072","Sacramento",2016,"Apr",686200,650500,35700,5.2
"4073","Sacramento",2016,"May",685400,652400,33000,4.8
"4074","Sacramento",2016,"Jun",697000,656400,40600,5.8
"4075","Sacramento",2016,"Jul",703700,661500,42200,6
"4076","Sacramento",2016,"Aug",703600,663600,39900,5.7
"4077","Sacramento",2016,"Sep",707400,669500,37900,5.4
"4078","Sacramento",2016,"Oct",707000,668900,38100,5.4
"4079","Sacramento",2016,"Nov",706100,670800,35200,5
"4080","Sacramento",2016,"Dec",700100,665500,34600,4.9
"4081","San Benito",2007,"Jan",24300,22100,2200,8.9
"4082","San Benito",2007,"Feb",24400,22200,2200,9.1
"4083","San Benito",2007,"Mar",24300,22200,2100,8.7
"4084","San Benito",2007,"Apr",23900,22000,1800,7.7
"4085","San Benito",2007,"May",23600,22100,1500,6.5
"4086","San Benito",2007,"Jun",23700,22200,1500,6.3
"4087","San Benito",2007,"Jul",23900,22500,1500,6.1
"4088","San Benito",2007,"Aug",23700,22400,1300,5.6
"4089","San Benito",2007,"Sep",23700,22400,1300,5.6
"4090","San Benito",2007,"Oct",24000,22500,1500,6.2
"4091","San Benito",2007,"Nov",24300,22600,1700,6.9
"4092","San Benito",2007,"Dec",24800,22500,2200,9
"4093","San Benito",2008,"Jan",25100,22400,2700,10.6
"4094","San Benito",2008,"Feb",25100,22400,2700,10.9
"4095","San Benito",2008,"Mar",25300,22500,2900,11.3
"4096","San Benito",2008,"Apr",24800,22400,2400,9.7
"4097","San Benito",2008,"May",24500,22400,2100,8.7
"4098","San Benito",2008,"Jun",24700,22500,2200,8.9
"4099","San Benito",2008,"Jul",24700,22600,2100,8.4
"4100","San Benito",2008,"Aug",24600,22700,1900,7.9
"4101","San Benito",2008,"Sep",24500,22600,1900,7.9
"4102","San Benito",2008,"Oct",24800,22600,2200,8.9
"4103","San Benito",2008,"Nov",24900,22400,2400,9.8
"4104","San Benito",2008,"Dec",25400,22300,3100,12.1
"4105","San Benito",2009,"Jan",25500,21800,3600,14.3
"4106","San Benito",2009,"Feb",25700,21700,4000,15.5
"4107","San Benito",2009,"Mar",25400,21500,3900,15.4
"4108","San Benito",2009,"Apr",24900,21400,3500,14
"4109","San Benito",2009,"May",24500,21200,3300,13.5
"4110","San Benito",2009,"Jun",24700,21200,3500,14.1
"4111","San Benito",2009,"Jul",24300,21200,3100,12.8
"4112","San Benito",2009,"Aug",24200,21200,3000,12.3
"4113","San Benito",2009,"Sep",24200,21200,3000,12.3
"4114","San Benito",2009,"Oct",24500,21200,3300,13.6
"4115","San Benito",2009,"Nov",24900,21300,3700,14.8
"4116","San Benito",2009,"Dec",25900,21200,4700,18.1
"4117","San Benito",2010,"Jan",27600,23000,4600,16.7
"4118","San Benito",2010,"Feb",27900,23100,4800,17.3
"4119","San Benito",2010,"Mar",28100,23300,4800,17
"4120","San Benito",2010,"Apr",27800,23500,4300,15.6
"4121","San Benito",2010,"May",27700,23600,4200,15
"4122","San Benito",2010,"Jun",27800,23700,4000,14.5
"4123","San Benito",2010,"Jul",28200,24200,4100,14.4
"4124","San Benito",2010,"Aug",28200,24300,3900,13.9
"4125","San Benito",2010,"Sep",27800,24100,3800,13.5
"4126","San Benito",2010,"Oct",27900,24300,3700,13.1
"4127","San Benito",2010,"Nov",27900,23800,4100,14.6
"4128","San Benito",2010,"Dec",27900,23600,4300,15.5
"4129","San Benito",2011,"Jan",28000,23300,4600,16.6
"4130","San Benito",2011,"Feb",28200,23500,4700,16.6
"4131","San Benito",2011,"Mar",28300,23700,4600,16.3
"4132","San Benito",2011,"Apr",28200,24000,4200,14.8
"4133","San Benito",2011,"May",28100,24000,4100,14.5
"4134","San Benito",2011,"Jun",28300,24100,4200,14.7
"4135","San Benito",2011,"Jul",28400,24400,4000,14.2
"4136","San Benito",2011,"Aug",28400,24500,3900,13.6
"4137","San Benito",2011,"Sep",28400,24700,3700,12.9
"4138","San Benito",2011,"Oct",28500,24900,3600,12.6
"4139","San Benito",2011,"Nov",28200,24500,3700,13.1
"4140","San Benito",2011,"Dec",28400,24400,4100,14.3
"4141","San Benito",2012,"Jan",28500,24200,4400,15.2
"4142","San Benito",2012,"Feb",28700,24300,4400,15.4
"4143","San Benito",2012,"Mar",28700,24400,4300,14.8
"4144","San Benito",2012,"Apr",28900,25000,3900,13.7
"4145","San Benito",2012,"May",28700,24900,3800,13.3
"4146","San Benito",2012,"Jun",28700,25000,3700,13
"4147","San Benito",2012,"Jul",28800,25200,3700,12.8
"4148","San Benito",2012,"Aug",28700,25200,3500,12
"4149","San Benito",2012,"Sep",28700,25500,3200,11
"4150","San Benito",2012,"Oct",29100,25800,3200,11.2
"4151","San Benito",2012,"Nov",28400,25100,3300,11.7
"4152","San Benito",2012,"Dec",28700,25100,3600,12.5
"4153","San Benito",2013,"Jan",28900,25000,3900,13.5
"4154","San Benito",2013,"Feb",29100,25300,3800,13
"4155","San Benito",2013,"Mar",29000,25400,3600,12.5
"4156","San Benito",2013,"Apr",28900,25600,3300,11.5
"4157","San Benito",2013,"May",28800,25600,3200,11.1
"4158","San Benito",2013,"Jun",28900,25700,3200,11
"4159","San Benito",2013,"Jul",29400,26200,3200,10.7
"4160","San Benito",2013,"Aug",29300,26300,3000,10.1
"4161","San Benito",2013,"Sep",29100,26300,2800,9.5
"4162","San Benito",2013,"Oct",29000,26200,2800,9.6
"4163","San Benito",2013,"Nov",28600,25700,2900,10.2
"4164","San Benito",2013,"Dec",28700,25700,3000,10.4
"4165","San Benito",2014,"Jan",29000,25800,3300,11.3
"4166","San Benito",2014,"Feb",29200,25900,3300,11.4
"4167","San Benito",2014,"Mar",29500,26100,3300,11.3
"4168","San Benito",2014,"Apr",29500,26600,2900,9.8
"4169","San Benito",2014,"May",29400,26600,2700,9.3
"4170","San Benito",2014,"Jun",29300,26700,2600,8.9
"4171","San Benito",2014,"Jul",29500,26800,2700,9
"4172","San Benito",2014,"Aug",29300,26900,2500,8.4
"4173","San Benito",2014,"Sep",29200,27000,2200,7.6
"4174","San Benito",2014,"Oct",29500,27200,2300,7.8
"4175","San Benito",2014,"Nov",29300,26900,2500,8.4
"4176","San Benito",2014,"Dec",29300,26800,2500,8.5
"4177","San Benito",2015,"Jan",29700,26900,2800,9.3
"4178","San Benito",2015,"Feb",29800,27100,2700,9.1
"4179","San Benito",2015,"Mar",29800,27200,2700,8.9
"4180","San Benito",2015,"Apr",29700,27300,2400,8.1
"4181","San Benito",2015,"May",29900,27500,2300,7.9
"4182","San Benito",2015,"Jun",29900,27700,2200,7.3
"4183","San Benito",2015,"Jul",29900,27800,2100,7.1
"4184","San Benito",2015,"Aug",29700,27800,2000,6.6
"4185","San Benito",2015,"Sep",29500,27700,1800,6.1
"4186","San Benito",2015,"Oct",29700,27800,1900,6.5
"4187","San Benito",2015,"Nov",29800,27700,2100,7.1
"4188","San Benito",2015,"Dec",29800,27600,2200,7.5
"4189","San Benito",2016,"Jan",29900,27500,2400,7.9
"4190","San Benito",2016,"Feb",30000,27700,2300,7.7
"4191","San Benito",2016,"Mar",30000,27700,2300,7.8
"4192","San Benito",2016,"Apr",30000,27900,2100,7
"4193","San Benito",2016,"May",29800,27900,1900,6.3
"4194","San Benito",2016,"Jun",30100,28100,2100,6.8
"4195","San Benito",2016,"Jul",30400,28400,2000,6.6
"4196","San Benito",2016,"Aug",30500,28600,1900,6.2
"4197","San Benito",2016,"Sep",30500,28700,1800,5.8
"4198","San Benito",2016,"Oct",30700,28900,1800,5.8
"4199","San Benito",2016,"Nov",30500,28800,1800,5.9
"4200","San Benito",2016,"Dec",30400,28500,1900,6.4
"4201","San Bernardino",2007,"Jan",865800,820100,45700,5.3
"4202","San Bernardino",2007,"Feb",863600,819400,44300,5.1
"4203","San Bernardino",2007,"Mar",866900,822500,44400,5.1
"4204","San Bernardino",2007,"Apr",859600,815700,44000,5.1
"4205","San Bernardino",2007,"May",859000,815100,44000,5.1
"4206","San Bernardino",2007,"Jun",865100,815200,49900,5.8
"4207","San Bernardino",2007,"Jul",865000,811800,53200,6.2
"4208","San Bernardino",2007,"Aug",856500,805300,51200,6
"4209","San Bernardino",2007,"Sep",859200,808800,50300,5.9
"4210","San Bernardino",2007,"Oct",862600,812000,50500,5.9
"4211","San Bernardino",2007,"Nov",868800,817500,51300,5.9
"4212","San Bernardino",2007,"Dec",869800,817700,52200,6
"4213","San Bernardino",2008,"Jan",865500,810000,55600,6.4
"4214","San Bernardino",2008,"Feb",859200,804400,54800,6.4
"4215","San Bernardino",2008,"Mar",864500,805600,58800,6.8
"4216","San Bernardino",2008,"Apr",861400,805600,55800,6.5
"4217","San Bernardino",2008,"May",860900,798600,62300,7.2
"4218","San Bernardino",2008,"Jun",866700,798100,68700,7.9
"4219","San Bernardino",2008,"Jul",864500,790200,74300,8.6
"4220","San Bernardino",2008,"Aug",861000,785100,75900,8.8
"4221","San Bernardino",2008,"Sep",857100,781900,75200,8.8
"4222","San Bernardino",2008,"Oct",864900,786700,78200,9
"4223","San Bernardino",2008,"Nov",865400,785200,80200,9.3
"4224","San Bernardino",2008,"Dec",868400,782200,86200,9.9
"4225","San Bernardino",2009,"Jan",864000,767600,96400,11.2
"4226","San Bernardino",2009,"Feb",863400,762800,100500,11.6
"4227","San Bernardino",2009,"Mar",864700,760400,104300,12.1
"4228","San Bernardino",2009,"Apr",859200,757500,101700,11.8
"4229","San Bernardino",2009,"May",855700,748800,106900,12.5
"4230","San Bernardino",2009,"Jun",861200,745400,115800,13.4
"4231","San Bernardino",2009,"Jul",862100,742200,119900,13.9
"4232","San Bernardino",2009,"Aug",855700,738600,117100,13.7
"4233","San Bernardino",2009,"Sep",847600,732200,115500,13.6
"4234","San Bernardino",2009,"Oct",853200,735200,117900,13.8
"4235","San Bernardino",2009,"Nov",861200,741500,119700,13.9
"4236","San Bernardino",2009,"Dec",858300,740900,117300,13.7
"4237","San Bernardino",2010,"Jan",887400,765800,121700,13.7
"4238","San Bernardino",2010,"Feb",888800,767800,121000,13.6
"4239","San Bernardino",2010,"Mar",893600,770900,122700,13.7
"4240","San Bernardino",2010,"Apr",892900,775900,117000,13.1
"4241","San Bernardino",2010,"May",887400,772200,115200,13
"4242","San Bernardino",2010,"Jun",887100,766300,120800,13.6
"4243","San Bernardino",2010,"Jul",889500,763200,126300,14.2
"4244","San Bernardino",2010,"Aug",891200,768500,122700,13.8
"4245","San Bernardino",2010,"Sep",887300,767800,119500,13.5
"4246","San Bernardino",2010,"Oct",888100,768400,119700,13.5
"4247","San Bernardino",2010,"Nov",895800,774200,121600,13.6
"4248","San Bernardino",2010,"Dec",894100,777700,116500,13
"4249","San Bernardino",2011,"Jan",888300,767700,120600,13.6
"4250","San Bernardino",2011,"Feb",886800,770000,116800,13.2
"4251","San Bernardino",2011,"Mar",889700,774400,115400,13
"4252","San Bernardino",2011,"Apr",884400,773800,110700,12.5
"4253","San Bernardino",2011,"May",882200,772000,110200,12.5
"4254","San Bernardino",2011,"Jun",884900,766000,118900,13.4
"4255","San Bernardino",2011,"Jul",884700,763500,121200,13.7
"4256","San Bernardino",2011,"Aug",887500,770200,117400,13.2
"4257","San Bernardino",2011,"Sep",888100,774300,113900,12.8
"4258","San Bernardino",2011,"Oct",892900,780000,112900,12.6
"4259","San Bernardino",2011,"Nov",895900,787700,108200,12.1
"4260","San Bernardino",2011,"Dec",896600,790500,106200,11.8
"4261","San Bernardino",2012,"Jan",894100,785500,108500,12.1
"4262","San Bernardino",2012,"Feb",895400,787700,107700,12
"4263","San Bernardino",2012,"Mar",896500,790300,106300,11.9
"4264","San Bernardino",2012,"Apr",888600,789900,98800,11.1
"4265","San Bernardino",2012,"May",887800,787900,99900,11.2
"4266","San Bernardino",2012,"Jun",891100,783200,107900,12.1
"4267","San Bernardino",2012,"Jul",890200,780400,109800,12.3
"4268","San Bernardino",2012,"Aug",889700,785200,104500,11.7
"4269","San Bernardino",2012,"Sep",889200,793000,96200,10.8
"4270","San Bernardino",2012,"Oct",899700,801900,97800,10.9
"4271","San Bernardino",2012,"Nov",900700,806800,93900,10.4
"4272","San Bernardino",2012,"Dec",900000,807300,92700,10.3
"4273","San Bernardino",2013,"Jan",903800,805200,98600,10.9
"4274","San Bernardino",2013,"Feb",900800,807500,93200,10.4
"4275","San Bernardino",2013,"Mar",899000,808800,90200,10
"4276","San Bernardino",2013,"Apr",893800,809800,84000,9.4
"4277","San Bernardino",2013,"May",893500,809400,84100,9.4
"4278","San Bernardino",2013,"Jun",898000,805500,92500,10.3
"4279","San Bernardino",2013,"Jul",896200,802400,93800,10.5
"4280","San Bernardino",2013,"Aug",895800,806400,89400,10
"4281","San Bernardino",2013,"Sep",897000,812800,84200,9.4
"4282","San Bernardino",2013,"Oct",898800,813500,85300,9.5
"4283","San Bernardino",2013,"Nov",905400,824400,81000,8.9
"4284","San Bernardino",2013,"Dec",904000,826900,77100,8.5
"4285","San Bernardino",2014,"Jan",904400,823700,80700,8.9
"4286","San Bernardino",2014,"Feb",906600,826300,80300,8.9
"4287","San Bernardino",2014,"Mar",910500,830500,80000,8.8
"4288","San Bernardino",2014,"Apr",901300,831700,69600,7.7
"4289","San Bernardino",2014,"May",901600,831700,69900,7.8
"4290","San Bernardino",2014,"Jun",904200,830600,73500,8.1
"4291","San Bernardino",2014,"Jul",907100,828100,79000,8.7
"4292","San Bernardino",2014,"Aug",907300,832200,75200,8.3
"4293","San Bernardino",2014,"Sep",908200,840200,68000,7.5
"4294","San Bernardino",2014,"Oct",919800,851600,68200,7.4
"4295","San Bernardino",2014,"Nov",929400,862500,66900,7.2
"4296","San Bernardino",2014,"Dec",927300,866000,61300,6.6
"4297","San Bernardino",2015,"Jan",927500,860800,66700,7.2
"4298","San Bernardino",2015,"Feb",925900,862600,63300,6.8
"4299","San Bernardino",2015,"Mar",925700,863600,62100,6.7
"4300","San Bernardino",2015,"Apr",922400,864400,58000,6.3
"4301","San Bernardino",2015,"May",924700,865900,58800,6.4
"4302","San Bernardino",2015,"Jun",923700,862500,61200,6.6
"4303","San Bernardino",2015,"Jul",924400,859500,65000,7
"4304","San Bernardino",2015,"Aug",922900,862600,60300,6.5
"4305","San Bernardino",2015,"Sep",920100,864800,55300,6
"4306","San Bernardino",2015,"Oct",929700,872200,57500,6.2
"4307","San Bernardino",2015,"Nov",934600,878400,56200,6
"4308","San Bernardino",2015,"Dec",938200,884300,53900,5.7
"4309","San Bernardino",2016,"Jan",932100,879300,52900,5.7
"4310","San Bernardino",2016,"Feb",932600,880200,52400,5.6
"4311","San Bernardino",2016,"Mar",932200,879700,52400,5.6
"4312","San Bernardino",2016,"Apr",928300,877400,50900,5.5
"4313","San Bernardino",2016,"May",925100,877300,47900,5.2
"4314","San Bernardino",2016,"Jun",933500,873400,60100,6.4
"4315","San Bernardino",2016,"Jul",937700,875200,62500,6.7
"4316","San Bernardino",2016,"Aug",938300,879800,58600,6.2
"4317","San Bernardino",2016,"Sep",941800,886400,55400,5.9
"4318","San Bernardino",2016,"Oct",947700,892600,55200,5.8
"4319","San Bernardino",2016,"Nov",952100,901800,50300,5.3
"4320","San Bernardino",2016,"Dec",949400,901700,47700,5
"4321","San Diego",2007,"Jan",1510800,1443900,66900,4.4
"4322","San Diego",2007,"Feb",1514000,1449300,64800,4.3
"4323","San Diego",2007,"Mar",1516300,1452200,64100,4.2
"4324","San Diego",2007,"Apr",1503200,1440600,62500,4.2
"4325","San Diego",2007,"May",1504000,1442100,61900,4.1
"4326","San Diego",2007,"Jun",1518200,1448400,69800,4.6
"4327","San Diego",2007,"Jul",1528000,1452900,75000,4.9
"4328","San Diego",2007,"Aug",1520900,1448000,72900,4.8
"4329","San Diego",2007,"Sep",1521500,1449200,72400,4.8
"4330","San Diego",2007,"Oct",1519600,1447000,72600,4.8
"4331","San Diego",2007,"Nov",1526900,1453900,73000,4.8
"4332","San Diego",2007,"Dec",1528100,1454300,73800,4.8
"4333","San Diego",2008,"Jan",1529000,1450700,78300,5.1
"4334","San Diego",2008,"Feb",1528800,1452700,76000,5
"4335","San Diego",2008,"Mar",1537500,1457100,80400,5.2
"4336","San Diego",2008,"Apr",1533700,1459100,74700,4.9
"4337","San Diego",2008,"May",1537300,1454300,83000,5.4
"4338","San Diego",2008,"Jun",1551900,1459900,92000,5.9
"4339","San Diego",2008,"Jul",1565300,1465600,99700,6.4
"4340","San Diego",2008,"Aug",1562500,1461400,101000,6.5
"4341","San Diego",2008,"Sep",1552300,1452900,99400,6.4
"4342","San Diego",2008,"Oct",1559900,1455600,104300,6.7
"4343","San Diego",2008,"Nov",1559200,1451600,107600,6.9
"4344","San Diego",2008,"Dec",1561600,1446000,115500,7.4
"4345","San Diego",2009,"Jan",1554300,1424000,130300,8.4
"4346","San Diego",2009,"Feb",1560100,1425500,134600,8.6
"4347","San Diego",2009,"Mar",1559300,1418600,140700,9
"4348","San Diego",2009,"Apr",1548600,1413200,135400,8.7
"4349","San Diego",2009,"May",1543700,1401800,141900,9.2
"4350","San Diego",2009,"Jun",1554500,1399700,154800,10
"4351","San Diego",2009,"Jul",1564700,1404200,160500,10.3
"4352","San Diego",2009,"Aug",1563300,1403800,159500,10.2
"4353","San Diego",2009,"Sep",1547900,1390100,157800,10.2
"4354","San Diego",2009,"Oct",1551700,1390800,160900,10.4
"4355","San Diego",2009,"Nov",1559100,1399700,159400,10.2
"4356","San Diego",2009,"Dec",1554600,1397700,156800,10.1
"4357","San Diego",2010,"Jan",1497900,1331900,166000,11.1
"4358","San Diego",2010,"Feb",1501700,1338800,162800,10.8
"4359","San Diego",2010,"Mar",1509300,1342800,166600,11
"4360","San Diego",2010,"Apr",1515100,1356600,158500,10.5
"4361","San Diego",2010,"May",1510900,1356000,155000,10.3
"4362","San Diego",2010,"Jun",1513100,1350500,162600,10.7
"4363","San Diego",2010,"Jul",1529300,1359900,169400,11.1
"4364","San Diego",2010,"Aug",1532200,1365300,166900,10.9
"4365","San Diego",2010,"Sep",1523200,1360600,162600,10.7
"4366","San Diego",2010,"Oct",1514500,1352400,162000,10.7
"4367","San Diego",2010,"Nov",1518400,1352700,165600,10.9
"4368","San Diego",2010,"Dec",1516800,1359600,157200,10.4
"4369","San Diego",2011,"Jan",1514700,1350900,163800,10.8
"4370","San Diego",2011,"Feb",1517600,1357700,159900,10.5
"4371","San Diego",2011,"Mar",1523500,1364600,158900,10.4
"4372","San Diego",2011,"Apr",1514700,1362600,152100,10
"4373","San Diego",2011,"May",1514100,1362700,151400,10
"4374","San Diego",2011,"Jun",1523000,1360000,163000,10.7
"4375","San Diego",2011,"Jul",1528400,1362100,166300,10.9
"4376","San Diego",2011,"Aug",1530600,1368300,162300,10.6
"4377","San Diego",2011,"Sep",1528800,1371700,157200,10.3
"4378","San Diego",2011,"Oct",1531100,1375000,156100,10.2
"4379","San Diego",2011,"Nov",1533500,1382500,151000,9.8
"4380","San Diego",2011,"Dec",1534800,1388800,146000,9.5
"4381","San Diego",2012,"Jan",1526000,1375600,150400,9.9
"4382","San Diego",2012,"Feb",1534900,1385400,149500,9.7
"4383","San Diego",2012,"Mar",1537900,1390600,147300,9.6
"4384","San Diego",2012,"Apr",1533800,1397300,136400,8.9
"4385","San Diego",2012,"May",1537200,1399900,137300,8.9
"4386","San Diego",2012,"Jun",1546300,1400000,146300,9.5
"4387","San Diego",2012,"Jul",1550700,1399700,151000,9.7
"4388","San Diego",2012,"Aug",1547700,1403000,144700,9.3
"4389","San Diego",2012,"Sep",1544100,1410900,133200,8.6
"4390","San Diego",2012,"Oct",1552800,1417100,135700,8.7
"4391","San Diego",2012,"Nov",1549800,1419200,130600,8.4
"4392","San Diego",2012,"Dec",1552800,1424900,127900,8.2
"4393","San Diego",2013,"Jan",1551500,1415300,136200,8.8
"4394","San Diego",2013,"Feb",1548600,1419900,128600,8.3
"4395","San Diego",2013,"Mar",1546900,1422800,124200,8
"4396","San Diego",2013,"Apr",1540100,1424700,115400,7.5
"4397","San Diego",2013,"May",1541600,1425600,116000,7.5
"4398","San Diego",2013,"Jun",1551400,1425600,125900,8.1
"4399","San Diego",2013,"Jul",1557200,1428600,128600,8.3
"4400","San Diego",2013,"Aug",1549300,1425700,123500,8
"4401","San Diego",2013,"Sep",1544600,1427700,117000,7.6
"4402","San Diego",2013,"Oct",1543000,1424000,119000,7.7
"4403","San Diego",2013,"Nov",1546400,1433500,112900,7.3
"4404","San Diego",2013,"Dec",1543400,1437500,105900,6.9
"4405","San Diego",2014,"Jan",1537600,1426700,110800,7.2
"4406","San Diego",2014,"Feb",1545800,1435100,110700,7.2
"4407","San Diego",2014,"Mar",1551600,1441500,110100,7.1
"4408","San Diego",2014,"Apr",1533900,1439400,94500,6.2
"4409","San Diego",2014,"May",1538400,1443100,95300,6.2
"4410","San Diego",2014,"Jun",1549500,1450200,99300,6.4
"4411","San Diego",2014,"Jul",1558700,1451500,107100,6.9
"4412","San Diego",2014,"Aug",1555100,1452100,103000,6.6
"4413","San Diego",2014,"Sep",1548500,1454700,93800,6.1
"4414","San Diego",2014,"Oct",1559300,1465600,93700,6
"4415","San Diego",2014,"Nov",1562100,1470200,91900,5.9
"4416","San Diego",2014,"Dec",1557000,1473700,83300,5.4
"4417","San Diego",2015,"Jan",1557700,1466600,91100,5.9
"4418","San Diego",2015,"Feb",1558000,1472100,85900,5.5
"4419","San Diego",2015,"Mar",1558000,1473800,84200,5.4
"4420","San Diego",2015,"Apr",1555200,1477500,77700,5
"4421","San Diego",2015,"May",1565500,1486500,78900,5
"4422","San Diego",2015,"Jun",1567100,1486200,81000,5.2
"4423","San Diego",2015,"Jul",1575200,1488000,87200,5.5
"4424","San Diego",2015,"Aug",1569400,1487300,82100,5.2
"4425","San Diego",2015,"Sep",1557300,1481800,75500,4.8
"4426","San Diego",2015,"Oct",1564200,1485000,79200,5.1
"4427","San Diego",2015,"Nov",1570100,1492200,77900,5
"4428","San Diego",2015,"Dec",1568300,1493300,75000,4.8
"4429","San Diego",2016,"Jan",1564000,1490100,74000,4.7
"4430","San Diego",2016,"Feb",1567100,1493800,73300,4.7
"4431","San Diego",2016,"Mar",1567500,1493800,73700,4.7
"4432","San Diego",2016,"Apr",1563900,1493300,70600,4.5
"4433","San Diego",2016,"May",1560400,1495200,65200,4.2
"4434","San Diego",2016,"Jun",1580100,1499800,80400,5.1
"4435","San Diego",2016,"Jul",1596700,1512600,84200,5.3
"4436","San Diego",2016,"Aug",1590400,1510600,79800,5
"4437","San Diego",2016,"Sep",1594100,1518800,75300,4.7
"4438","San Diego",2016,"Oct",1599900,1524000,75800,4.7
"4439","San Diego",2016,"Nov",1593800,1524600,69200,4.3
"4440","San Diego",2016,"Dec",1579400,1513900,65600,4.2
"4441","San Francisco",2007,"Jan",429800,410800,18900,4.4
"4442","San Francisco",2007,"Feb",431300,413400,17900,4.1
"4443","San Francisco",2007,"Mar",431400,413500,17900,4.1
"4444","San Francisco",2007,"Apr",427300,410000,17200,4
"4445","San Francisco",2007,"May",427900,411100,16800,3.9
"4446","San Francisco",2007,"Jun",431100,412300,18800,4.4
"4447","San Francisco",2007,"Jul",436800,416700,20200,4.6
"4448","San Francisco",2007,"Aug",434600,415000,19600,4.5
"4449","San Francisco",2007,"Sep",435100,416600,18500,4.3
"4450","San Francisco",2007,"Oct",436300,418100,18200,4.2
"4451","San Francisco",2007,"Nov",438600,420300,18300,4.2
"4452","San Francisco",2007,"Dec",438400,419900,18500,4.2
"4453","San Francisco",2008,"Jan",451100,430500,20600,4.6
"4454","San Francisco",2008,"Feb",450500,431400,19100,4.2
"4455","San Francisco",2008,"Mar",452600,432100,20500,4.5
"4456","San Francisco",2008,"Apr",453200,434000,19200,4.2
"4457","San Francisco",2008,"May",454100,432600,21500,4.7
"4458","San Francisco",2008,"Jun",457800,433900,23900,5.2
"4459","San Francisco",2008,"Jul",464200,438400,25800,5.6
"4460","San Francisco",2008,"Aug",462800,436000,26800,5.8
"4461","San Francisco",2008,"Sep",459900,434600,25300,5.5
"4462","San Francisco",2008,"Oct",462900,436500,26400,5.7
"4463","San Francisco",2008,"Nov",461400,433800,27600,6
"4464","San Francisco",2008,"Dec",462400,432700,29700,6.4
"4465","San Francisco",2009,"Jan",459800,424600,35100,7.6
"4466","San Francisco",2009,"Feb",461900,425000,36800,8
"4467","San Francisco",2009,"Mar",461300,422200,39200,8.5
"4468","San Francisco",2009,"Apr",459000,421200,37800,8.2
"4469","San Francisco",2009,"May",455900,416500,39400,8.6
"4470","San Francisco",2009,"Jun",458300,415000,43300,9.4
"4471","San Francisco",2009,"Jul",464600,420300,44200,9.5
"4472","San Francisco",2009,"Aug",462500,418000,44500,9.6
"4473","San Francisco",2009,"Sep",457900,415100,42800,9.3
"4474","San Francisco",2009,"Oct",458700,415800,43000,9.4
"4475","San Francisco",2009,"Nov",458700,416600,42100,9.2
"4476","San Francisco",2009,"Dec",456600,414900,41700,9.1
"4477","San Francisco",2010,"Jan",482000,436700,45300,9.4
"4478","San Francisco",2010,"Feb",483000,438600,44300,9.2
"4479","San Francisco",2010,"Mar",484800,439500,45300,9.3
"4480","San Francisco",2010,"Apr",487300,444600,42700,8.8
"4481","San Francisco",2010,"May",484000,442900,41100,8.5
"4482","San Francisco",2010,"Jun",483600,440400,43100,8.9
"4483","San Francisco",2010,"Jul",490100,446100,44000,9
"4484","San Francisco",2010,"Aug",489800,445900,43900,9
"4485","San Francisco",2010,"Sep",488500,445900,42600,8.7
"4486","San Francisco",2010,"Oct",486600,444000,42600,8.7
"4487","San Francisco",2010,"Nov",486000,442200,43800,9
"4488","San Francisco",2010,"Dec",486600,445400,41200,8.5
"4489","San Francisco",2011,"Jan",487900,444700,43200,8.9
"4490","San Francisco",2011,"Feb",488600,446900,41700,8.5
"4491","San Francisco",2011,"Mar",489100,447900,41200,8.4
"4492","San Francisco",2011,"Apr",489800,451000,38800,7.9
"4493","San Francisco",2011,"May",490300,451900,38400,7.8
"4494","San Francisco",2011,"Jun",490400,449100,41300,8.4
"4495","San Francisco",2011,"Jul",496400,455000,41400,8.3
"4496","San Francisco",2011,"Aug",498700,457800,41000,8.2
"4497","San Francisco",2011,"Sep",500400,461100,39300,7.8
"4498","San Francisco",2011,"Oct",501300,462700,38600,7.7
"4499","San Francisco",2011,"Nov",501400,463800,37600,7.5
"4500","San Francisco",2011,"Dec",502800,466400,36400,7.2
"4501","San Francisco",2012,"Jan",500600,462600,38000,7.6
"4502","San Francisco",2012,"Feb",504700,467100,37600,7.5
"4503","San Francisco",2012,"Mar",505700,468800,36900,7.3
"4504","San Francisco",2012,"Apr",505700,471500,34200,6.8
"4505","San Francisco",2012,"May",506900,472700,34200,6.8
"4506","San Francisco",2012,"Jun",508300,472200,36200,7.1
"4507","San Francisco",2012,"Jul",514100,477300,36800,7.2
"4508","San Francisco",2012,"Aug",513400,478200,35200,6.9
"4509","San Francisco",2012,"Sep",514900,482800,32200,6.2
"4510","San Francisco",2012,"Oct",516300,484100,32200,6.2
"4511","San Francisco",2012,"Nov",515000,483900,31100,6
"4512","San Francisco",2012,"Dec",517100,486600,30500,5.9
"4513","San Francisco",2013,"Jan",514500,481700,32800,6.4
"4514","San Francisco",2013,"Feb",516000,485500,30500,5.9
"4515","San Francisco",2013,"Mar",515400,486100,29300,5.7
"4516","San Francisco",2013,"Apr",514100,487200,26800,5.2
"4517","San Francisco",2013,"May",515700,488400,27300,5.3
"4518","San Francisco",2013,"Jun",516600,487000,29600,5.7
"4519","San Francisco",2013,"Jul",521000,491200,29700,5.7
"4520","San Francisco",2013,"Aug",519900,491400,28500,5.5
