"","County","Month","Year","Clamaints"
"3438","KINGS","Dec",2011,5036
"3439","LAKE","Dec",2011,2504
"3440","LASSEN","Dec",2011,805
"3441","LOS ANGELES","Dec",2011,240087
"3442","MADERA","Dec",2011,5400
"3443","MARIN","Dec",2011,4080
"3444","MARIPOSA","Dec",2011,730
"3445","MENDOCINO","Dec",2011,2291
"3446","MERCED","Dec",2011,11289
"3447","MODOC","Dec",2011,328
"3448","MONO","Dec",2011,498
"3449","MONTEREY","Dec",2011,19272
"3450","NAPA","Dec",2011,3736
"3451","NEVADA","Dec",2011,2699
"3452","ORANGE","Dec",2011,66418
"3453","PLACER","Dec",2011,9356
"3454","PLUMAS","Dec",2011,845
"3455","RIVERSIDE","Dec",2011,67065
"3456","SACRAMENTO","Dec",2011,44287
"3457","SAN BENITO","Dec",2011,2334
"3458","SAN BERNARDINO","Dec",2011,59705
"3459","SAN DIEGO","Dec",2011,82345
"3460","SAN FRANCISCO","Dec",2011,19667
"3461","SAN JOAQUIN","Dec",2011,28821
"3462","SAN LUIS OBISPO","Dec",2011,5766
"3463","SAN MATEO","Dec",2011,13340
"3464","SANTA BARBARA","Dec",2011,9590
"3465","SANTA CLARA","Dec",2011,41851
"3466","SANTA CRUZ","Dec",2011,10468
"3467","SHASTA","Dec",2011,6917
"3468","SIERRA","Dec",2011,108
"3469","SISKIYOU","Dec",2011,2016
"3470","SOLANO","Dec",2011,13244
"3471","SONOMA","Dec",2011,12602
"3472","STANISLAUS","Dec",2011,22161
"3473","SUTTER","Dec",2011,4364
"3474","TEHAMA","Dec",2011,1940
"3475","TRINITY","Dec",2011,475
"3476","TULARE","Dec",2011,19918
"3477","TUOLUMNE","Dec",2011,1901
"3478","VENTURA","Dec",2011,22856
"3479","YOLO","Dec",2011,5995
"3480","YUBA","Dec",2011,2729
"3481","ALAMEDA","Jan",2012,40846
"3482","ALPINE","Jan",2012,43
"3483","AMADOR","Jan",2012,1275
"3484","BUTTE","Jan",2012,7636
"3485","CALAVERAS","Jan",2012,1698
"3486","COLUSA","Jan",2012,1939
"3487","CONTRA COSTA","Jan",2012,27401
"3488","DEL NORTE","Jan",2012,875
"3489","EL DORADO","Jan",2012,5532
"3490","FRESNO","Jan",2012,43134
"3491","GLENN","Jan",2012,1234
"3492","HUMBOLDT","Jan",2012,3513
"3493","IMPERIAL","Jan",2012,11330
"3494","INYO","Jan",2012,554
"3495","KERN","Jan",2012,31022
"3496","KINGS","Jan",2012,5738
"3497","LAKE","Jan",2012,2634
"3498","LASSEN","Jan",2012,949
"3499","LOS ANGELES","Jan",2012,244801
"3500","MADERA","Jan",2012,5666
"3501","MARIN","Jan",2012,4235
"3502","MARIPOSA","Jan",2012,825
"3503","MENDOCINO","Jan",2012,2431
"3504","MERCED","Jan",2012,12604
"3505","MODOC","Jan",2012,350
"3506","MONO","Jan",2012,424
"3507","MONTEREY","Jan",2012,20877
"3508","NAPA","Jan",2012,3939
"3509","NEVADA","Jan",2012,2833
"3510","ORANGE","Jan",2012,67081
"3511","PLACER","Jan",2012,9794
"3512","PLUMAS","Jan",2012,1007
"3513","RIVERSIDE","Jan",2012,67449
"3514","SACRAMENTO","Jan",2012,45415
"3515","SAN BENITO","Jan",2012,2619
"3516","SAN BERNARDINO","Jan",2012,60885
"3517","SAN DIEGO","Jan",2012,84147
"3518","SAN FRANCISCO","Jan",2012,20763
"3519","SAN JOAQUIN","Jan",2012,29692
"3520","SAN LUIS OBISPO","Jan",2012,5815
"3521","SAN MATEO","Jan",2012,13675
"3522","SANTA BARBARA","Jan",2012,10006
"3523","SANTA CLARA","Jan",2012,42611
"3524","SANTA CRUZ","Jan",2012,11472
"3525","SHASTA","Jan",2012,7483
"3526","SIERRA","Jan",2012,123
"3527","SISKIYOU","Jan",2012,2242
"3528","SOLANO","Jan",2012,13812
"3529","SONOMA","Jan",2012,13386
"3530","STANISLAUS","Jan",2012,23068
"3531","SUTTER","Jan",2012,4609
"3532","TEHAMA","Jan",2012,2066
"3533","TRINITY","Jan",2012,548
"3534","TULARE","Jan",2012,20838
"3535","TUOLUMNE","Jan",2012,2101
"3536","VENTURA","Jan",2012,23322
"3537","YOLO","Jan",2012,6524
"3538","YUBA","Jan",2012,2961
"3539","ALAMEDA","Feb",2012,40160
"3540","ALPINE","Feb",2012,37
"3541","AMADOR","Feb",2012,1247
"3542","BUTTE","Feb",2012,7524
"3543","CALAVERAS","Feb",2012,1702
"3544","COLUSA","Feb",2012,1986
"3545","CONTRA COSTA","Feb",2012,26862
"3546","DEL NORTE","Feb",2012,811
"3547","EL DORADO","Feb",2012,5475
"3548","FRESNO","Feb",2012,43256
"3549","GLENN","Feb",2012,1277
"3550","HUMBOLDT","Feb",2012,3474
"3551","IMPERIAL","Feb",2012,11184
"3552","INYO","Feb",2012,555
"3553","KERN","Feb",2012,31028
"3554","KINGS","Feb",2012,5780
"3555","LAKE","Feb",2012,2553
"3556","LASSEN","Feb",2012,981
"3557","LOS ANGELES","Feb",2012,239536
"3558","MADERA","Feb",2012,5864
"3559","MARIN","Feb",2012,4143
"3560","MARIPOSA","Feb",2012,820
"3561","MENDOCINO","Feb",2012,2501
"3562","MERCED","Feb",2012,12874
"3563","MODOC","Feb",2012,354
"3564","MONO","Feb",2012,438
"3565","MONTEREY","Feb",2012,20804
"3566","NAPA","Feb",2012,3712
"3567","NEVADA","Feb",2012,2830
"3568","ORANGE","Feb",2012,66156
"3569","PLACER","Feb",2012,9687
"3570","PLUMAS","Feb",2012,1051
"3571","RIVERSIDE","Feb",2012,66612
"3572","SACRAMENTO","Feb",2012,44612
"3573","SAN BENITO","Feb",2012,2712
"3574","SAN BERNARDINO","Feb",2012,59527
"3575","SAN DIEGO","Feb",2012,82749
"3576","SAN FRANCISCO","Feb",2012,20428
"3577","SAN JOAQUIN","Feb",2012,29601
"3578","SAN LUIS OBISPO","Feb",2012,5845
"3579","SAN MATEO","Feb",2012,13545
"3580","SANTA BARBARA","Feb",2012,9930
"3581","SANTA CLARA","Feb",2012,41866
"3582","SANTA CRUZ","Feb",2012,11554
"3583","SHASTA","Feb",2012,7629
"3584","SIERRA","Feb",2012,131
"3585","SISKIYOU","Feb",2012,2222
"3586","SOLANO","Feb",2012,13504
"3587","SONOMA","Feb",2012,13076
"3588","STANISLAUS","Feb",2012,23278
"3589","SUTTER","Feb",2012,5093
"3590","TEHAMA","Feb",2012,2204
"3591","TRINITY","Feb",2012,577
"3592","TULARE","Feb",2012,20782
"3593","TUOLUMNE","Feb",2012,2045
"3594","VENTURA","Feb",2012,22238
"3595","YOLO","Feb",2012,6591
"3596","YUBA","Feb",2012,3007
"3597","ALAMEDA","Mar",2012,39396
"3598","ALPINE","Mar",2012,36
"3599","AMADOR","Mar",2012,1266
"3600","BUTTE","Mar",2012,7398
"3601","CALAVERAS","Mar",2012,1669
"3602","COLUSA","Mar",2012,1917
"3603","CONTRA COSTA","Mar",2012,26802
"3604","DEL NORTE","Mar",2012,846
"3605","EL DORADO","Mar",2012,5472
"3606","FRESNO","Mar",2012,41879
"3607","GLENN","Mar",2012,1347
"3608","HUMBOLDT","Mar",2012,3548
"3609","IMPERIAL","Mar",2012,11503
"3610","INYO","Mar",2012,553
"3611","KERN","Mar",2012,30811
"3612","KINGS","Mar",2012,5702
"3613","LAKE","Mar",2012,2595
"3614","LASSEN","Mar",2012,988
"3615","LOS ANGELES","Mar",2012,235250
"3616","MADERA","Mar",2012,6002
"3617","MARIN","Mar",2012,4141
"3618","MARIPOSA","Mar",2012,786
"3619","MENDOCINO","Mar",2012,2543
"3620","MERCED","Mar",2012,12518
"3621","MODOC","Mar",2012,346
"3622","MONO","Mar",2012,483
"3623","MONTEREY","Mar",2012,19744
"3624","NAPA","Mar",2012,3708
"3625","NEVADA","Mar",2012,2827
"3626","ORANGE","Mar",2012,64734
"3627","PLACER","Mar",2012,9608
"3628","PLUMAS","Mar",2012,1044
"3629","RIVERSIDE","Mar",2012,64437
"3630","SACRAMENTO","Mar",2012,43951
"3631","SAN BENITO","Mar",2012,2607
"3632","SAN BERNARDINO","Mar",2012,58245
"3633","SAN DIEGO","Mar",2012,80776
"3634","SAN FRANCISCO","Mar",2012,19934
"3635","SAN JOAQUIN","Mar",2012,28961
"3636","SAN LUIS OBISPO","Mar",2012,5693
"3637","SAN MATEO","Mar",2012,13264
"3638","SANTA BARBARA","Mar",2012,9513
"3639","SANTA CLARA","Mar",2012,40998
"3640","SANTA CRUZ","Mar",2012,11448
"3641","SHASTA","Mar",2012,7646
"3642","SIERRA","Mar",2012,129
"3643","SISKIYOU","Mar",2012,2130
"3644","SOLANO","Mar",2012,13543
"3645","SONOMA","Mar",2012,13214
"3646","STANISLAUS","Mar",2012,23037
"3647","SUTTER","Mar",2012,5176
"3648","TEHAMA","Mar",2012,2189
"3649","TRINITY","Mar",2012,563
"3650","TULARE","Mar",2012,20664
"3651","TUOLUMNE","Mar",2012,2023
"3652","VENTURA","Mar",2012,21008
"3653","YOLO","Mar",2012,6351
"3654","YUBA","Mar",2012,3045
"3655","ALAMEDA","Apr",2012,38848
"3656","ALPINE","Apr",2012,31
"3657","AMADOR","Apr",2012,1219
"3658","BUTTE","Apr",2012,7160
"3659","CALAVERAS","Apr",2012,1624
"3660","COLUSA","Apr",2012,1749
"3661","CONTRA COSTA","Apr",2012,26667
"3662","DEL NORTE","Apr",2012,866
"3663","EL DORADO","Apr",2012,5348
"3664","FRESNO","Apr",2012,40752
"3665","GLENN","Apr",2012,1255
"3666","HUMBOLDT","Apr",2012,3471
"3667","IMPERIAL","Apr",2012,14795
"3668","INYO","Apr",2012,524
"3669","KERN","Apr",2012,30148
"3670","KINGS","Apr",2012,5531
"3671","LAKE","Apr",2012,2537
"3672","LASSEN","Apr",2012,897
"3673","LOS ANGELES","Apr",2012,234377
"3674","MADERA","Apr",2012,5875
"3675","MARIN","Apr",2012,4156
"3676","MARIPOSA","Apr",2012,667
"3677","MENDOCINO","Apr",2012,2483
"3678","MERCED","Apr",2012,12043
"3679","MODOC","Apr",2012,341
"3680","MONO","Apr",2012,483
"3681","MONTEREY","Apr",2012,15962
"3682","NAPA","Apr",2012,3652
"3683","NEVADA","Apr",2012,2760
"3684","ORANGE","Apr",2012,64439
"3685","PLACER","Apr",2012,9400
"3686","PLUMAS","Apr",2012,944
"3687","RIVERSIDE","Apr",2012,63796
"3688","SACRAMENTO","Apr",2012,42997
"3689","SAN BENITO","Apr",2012,2423
"3690","SAN BERNARDINO","Apr",2012,58302
"3691","SAN DIEGO","Apr",2012,80306
"3692","SAN FRANCISCO","Apr",2012,19745
"3693","SAN JOAQUIN","Apr",2012,28112
"3694","SAN LUIS OBISPO","Apr",2012,5464
"3695","SAN MATEO","Apr",2012,13162
"3696","SANTA BARBARA","Apr",2012,8868
"3697","SANTA CLARA","Apr",2012,40592
"3698","SANTA CRUZ","Apr",2012,10735
"3699","SHASTA","Apr",2012,7477
"3700","SIERRA","Apr",2012,128
"3701","SISKIYOU","Apr",2012,1912
"3702","SOLANO","Apr",2012,13235
"3703","SONOMA","Apr",2012,12975
"3704","STANISLAUS","Apr",2012,22870
"3705","SUTTER","Apr",2012,5107
"3706","TEHAMA","Apr",2012,2179
"3707","TRINITY","Apr",2012,539
"3708","TULARE","Apr",2012,19786
"3709","TUOLUMNE","Apr",2012,1957
"3710","VENTURA","Apr",2012,20590
"3711","YOLO","Apr",2012,6027
"3712","YUBA","Apr",2012,2971
"3713","ALAMEDA","May",2012,37379
"3714","ALPINE","May",2012,38
"3715","AMADOR","May",2012,1092
"3716","BUTTE","May",2012,6452
"3717","CALAVERAS","May",2012,1444
"3718","COLUSA","May",2012,1126
"3719","CONTRA COSTA","May",2012,24923
"3720","DEL NORTE","May",2012,798
"3721","EL DORADO","May",2012,5140
"3722","FRESNO","May",2012,35934
"3723","GLENN","May",2012,1010
"3724","HUMBOLDT","May",2012,2988
"3725","IMPERIAL","May",2012,14672
"3726","INYO","May",2012,488
"3727","KERN","May",2012,25736
"3728","KINGS","May",2012,4627
"3729","LAKE","May",2012,2210
"3730","LASSEN","May",2012,750
"3731","LOS ANGELES","May",2012,232467
"3732","MADERA","May",2012,4908
"3733","MARIN","May",2012,3903
"3734","MARIPOSA","May",2012,515
"3735","MENDOCINO","May",2012,2080
"3736","MERCED","May",2012,9933
"3737","MODOC","May",2012,253
"3738","MONO","May",2012,693
"3739","MONTEREY","May",2012,11214
"3740","NAPA","May",2012,2985
"3741","NEVADA","May",2012,2720
"3742","ORANGE","May",2012,62756
"3743","PLACER","May",2012,8944
"3744","PLUMAS","May",2012,687
"3745","RIVERSIDE","May",2012,61517
"3746","SACRAMENTO","May",2012,40133
"3747","SAN BENITO","May",2012,2185
"3748","SAN BERNARDINO","May",2012,57097
"3749","SAN DIEGO","May",2012,77824
"3750","SAN FRANCISCO","May",2012,19140
"3751","SAN JOAQUIN","May",2012,24855
"3752","SAN LUIS OBISPO","May",2012,5050
"3753","SAN MATEO","May",2012,12695
"3754","SANTA BARBARA","May",2012,7563
"3755","SANTA CLARA","May",2012,38910
"3756","SANTA CRUZ","May",2012,8054
"3757","SHASTA","May",2012,6523
"3758","SIERRA","May",2012,96
"3759","SISKIYOU","May",2012,1558
"3760","SOLANO","May",2012,12190
"3761","SONOMA","May",2012,11678
"3762","STANISLAUS","May",2012,20410
"3763","SUTTER","May",2012,4245
"3764","TEHAMA","May",2012,1854
"3765","TRINITY","May",2012,398
"3766","TULARE","May",2012,16580
"3767","TUOLUMNE","May",2012,1718
"3768","VENTURA","May",2012,19412
"3769","YOLO","May",2012,4941
"3770","YUBA","May",2012,2562
"3771","ALAMEDA","Jun",2012,33646
"3772","ALPINE","Jun",2012,32
"3773","AMADOR","Jun",2012,951
"3774","BUTTE","Jun",2012,5847
"3775","CALAVERAS","Jun",2012,1234
"3776","COLUSA","Jun",2012,874
"3777","CONTRA COSTA","Jun",2012,22558
"3778","DEL NORTE","Jun",2012,686
"3779","EL DORADO","Jun",2012,4160
"3780","FRESNO","Jun",2012,29859
"3781","GLENN","Jun",2012,902
"3782","HUMBOLDT","Jun",2012,2522
"3783","IMPERIAL","Jun",2012,13986
"3784","INYO","Jun",2012,404
"3785","KERN","Jun",2012,22531
"3786","KINGS","Jun",2012,4072
"3787","LAKE","Jun",2012,1746
"3788","LASSEN","Jun",2012,600
"3789","LOS ANGELES","Jun",2012,210747
"3790","MADERA","Jun",2012,4064
"3791","MARIN","Jun",2012,3536
"3792","MARIPOSA","Jun",2012,417
"3793","MENDOCINO","Jun",2012,1767
"3794","MERCED","Jun",2012,8569
"3795","MODOC","Jun",2012,190
"3796","MONO","Jun",2012,582
"3797","MONTEREY","Jun",2012,8543
"3798","NAPA","Jun",2012,2567
"3799","NEVADA","Jun",2012,2308
"3800","ORANGE","Jun",2012,56089
"3801","PLACER","Jun",2012,7699
"3802","PLUMAS","Jun",2012,481
"3803","RIVERSIDE","Jun",2012,56344
"3804","SACRAMENTO","Jun",2012,35462
"3805","SAN BENITO","Jun",2012,1832
"3806","SAN BERNARDINO","Jun",2012,52490
"3807","SAN DIEGO","Jun",2012,70715
"3808","SAN FRANCISCO","Jun",2012,17424
"3809","SAN JOAQUIN","Jun",2012,20740
"3810","SAN LUIS OBISPO","Jun",2012,4710
"3811","SAN MATEO","Jun",2012,11418
"3812","SANTA BARBARA","Jun",2012,6658
"3813","SANTA CLARA","Jun",2012,34799
"3814","SANTA CRUZ","Jun",2012,5373
"3815","SHASTA","Jun",2012,5535
"3816","SIERRA","Jun",2012,74
"3817","SISKIYOU","Jun",2012,1206
"3818","SOLANO","Jun",2012,10828
"3819","SONOMA","Jun",2012,10353
"3820","STANISLAUS","Jun",2012,17605
"3821","SUTTER","Jun",2012,3351
"3822","TEHAMA","Jun",2012,1616
"3823","TRINITY","Jun",2012,304
"3824","TULARE","Jun",2012,14454
"3825","TUOLUMNE","Jun",2012,1388
"3826","VENTURA","Jun",2012,17473
"3827","YOLO","Jun",2012,4240
"3828","YUBA","Jun",2012,2190
"3829","ALAMEDA","Jul",2012,34176
"3830","ALPINE","Jul",2012,26
"3831","AMADOR","Jul",2012,950
"3832","BUTTE","Jul",2012,5750
"3833","CALAVERAS","Jul",2012,1176
"3834","COLUSA","Jul",2012,769
"3835","CONTRA COSTA","Jul",2012,22606
"3836","DEL NORTE","Jul",2012,678
"3837","EL DORADO","Jul",2012,3961
"3838","FRESNO","Jul",2012,28285
"3839","GLENN","Jul",2012,910
"3840","HUMBOLDT","Jul",2012,2510
"3841","IMPERIAL","Jul",2012,15805
"3842","INYO","Jul",2012,402
"3843","KERN","Jul",2012,20204
"3844","KINGS","Jul",2012,3514
"3845","LAKE","Jul",2012,1680
"3846","LASSEN","Jul",2012,571
"3847","LOS ANGELES","Jul",2012,223845
"3848","MADERA","Jul",2012,3952
"3849","MARIN","Jul",2012,3559
"3850","MARIPOSA","Jul",2012,390
"3851","MENDOCINO","Jul",2012,1684
"3852","MERCED","Jul",2012,7788
"3853","MODOC","Jul",2012,180
"3854","MONO","Jul",2012,477
"3855","MONTEREY","Jul",2012,8015
"3856","NAPA","Jul",2012,2557
"3857","NEVADA","Jul",2012,2199
"3858","ORANGE","Jul",2012,57164
"3859","PLACER","Jul",2012,7515
"3860","PLUMAS","Jul",2012,443
"3861","RIVERSIDE","Jul",2012,59833
"3862","SACRAMENTO","Jul",2012,35884
"3863","SAN BENITO","Jul",2012,1580
"3864","SAN BERNARDINO","Jul",2012,53025
"3865","SAN DIEGO","Jul",2012,72496
"3866","SAN FRANCISCO","Jul",2012,17499
"3867","SAN JOAQUIN","Jul",2012,20806
"3868","SAN LUIS OBISPO","Jul",2012,4614
"3869","SAN MATEO","Jul",2012,11351
"3870","SANTA BARBARA","Jul",2012,6583
"3871","SANTA CLARA","Jul",2012,34339
"3872","SANTA CRUZ","Jul",2012,5039
"3873","SHASTA","Jul",2012,5355
"3874","SIERRA","Jul",2012,70
"3875","SISKIYOU","Jul",2012,1087
"3876","SOLANO","Jul",2012,10772
"3877","SONOMA","Jul",2012,10167
"3878","STANISLAUS","Jul",2012,17282
"3879","SUTTER","Jul",2012,2932
"3880","TEHAMA","Jul",2012,1596
"3881","TRINITY","Jul",2012,281
"3882","TULARE","Jul",2012,14658
"3883","TUOLUMNE","Jul",2012,1361
"3884","VENTURA","Jul",2012,18439
"3885","YOLO","Jul",2012,4131
"3886","YUBA","Jul",2012,2159
"3887","ALAMEDA","Aug",2012,33052
"3888","ALPINE","Aug",2012,29
"3889","AMADOR","Aug",2012,868
"3890","BUTTE","Aug",2012,5025
"3891","CALAVERAS","Aug",2012,1123
"3892","COLUSA","Aug",2012,470
"3893","CONTRA COSTA","Aug",2012,21626
"3894","DEL NORTE","Aug",2012,637
"3895","EL DORADO","Aug",2012,3628
"3896","FRESNO","Aug",2012,25204
"3897","GLENN","Aug",2012,797
"3898","HUMBOLDT","Aug",2012,2325
"3899","IMPERIAL","Aug",2012,15717
"3900","INYO","Aug",2012,366
"3901","KERN","Aug",2012,17589
"3902","KINGS","Aug",2012,3034
"3903","LAKE","Aug",2012,1590
"3904","LASSEN","Aug",2012,521
"3905","LOS ANGELES","Aug",2012,209624
"3906","MADERA","Aug",2012,3287
"3907","MARIN","Aug",2012,3415
"3908","MARIPOSA","Aug",2012,370
"3909","MENDOCINO","Aug",2012,1599
"3910","MERCED","Aug",2012,6548
"3911","MODOC","Aug",2012,170
"3912","MONO","Aug",2012,435
"3913","MONTEREY","Aug",2012,7469
"3914","NAPA","Aug",2012,2426
"3915","NEVADA","Aug",2012,1948
"3916","ORANGE","Aug",2012,54854
"3917","PLACER","Aug",2012,7059
"3918","PLUMAS","Aug",2012,401
"3919","RIVERSIDE","Aug",2012,58005
"3920","SACRAMENTO","Aug",2012,33603
"3921","SAN BENITO","Aug",2012,1363
"3922","SAN BERNARDINO","Aug",2012,49739
"3923","SAN DIEGO","Aug",2012,69439
"3924","SAN FRANCISCO","Aug",2012,16771
"3925","SAN JOAQUIN","Aug",2012,18774
"3926","SAN LUIS OBISPO","Aug",2012,4436
"3927","SAN MATEO","Aug",2012,10959
"3928","SANTA BARBARA","Aug",2012,6394
"3929","SANTA CLARA","Aug",2012,33526
"3930","SANTA CRUZ","Aug",2012,4785
"3931","SHASTA","Aug",2012,5044
"3932","SIERRA","Aug",2012,70
"3933","SISKIYOU","Aug",2012,1026
"3934","SOLANO","Aug",2012,10030
"3935","SONOMA","Aug",2012,9752
"3936","STANISLAUS","Aug",2012,14246
"3937","SUTTER","Aug",2012,2393
"3938","TEHAMA","Aug",2012,1366
"3939","TRINITY","Aug",2012,260
"3940","TULARE","Aug",2012,13202
"3941","TUOLUMNE","Aug",2012,1291
"3942","VENTURA","Aug",2012,18390
"3943","YOLO","Aug",2012,3610
"3944","YUBA","Aug",2012,1879
"3945","ALAMEDA","Sep",2012,30277
"3946","ALPINE","Sep",2012,22
"3947","AMADOR","Sep",2012,861
"3948","BUTTE","Sep",2012,4439
"3949","CALAVERAS","Sep",2012,1066
"3950","COLUSA","Sep",2012,431
"3951","CONTRA COSTA","Sep",2012,20101
"3952","DEL NORTE","Sep",2012,565
"3953","EL DORADO","Sep",2012,3429
"3954","FRESNO","Sep",2012,23837
"3955","GLENN","Sep",2012,569
"3956","HUMBOLDT","Sep",2012,2022
"3957","IMPERIAL","Sep",2012,15063
"3958","INYO","Sep",2012,349
"3959","KERN","Sep",2012,16746
"3960","KINGS","Sep",2012,2793
"3961","LAKE","Sep",2012,1523
"3962","LASSEN","Sep",2012,494
"3963","LOS ANGELES","Sep",2012,194710
"3964","MADERA","Sep",2012,2900
"3965","MARIN","Sep",2012,3117
"3966","MARIPOSA","Sep",2012,355
"3967","MENDOCINO","Sep",2012,1450
"3968","MERCED","Sep",2012,5663
"3969","MODOC","Sep",2012,159
"3970","MONO","Sep",2012,462
"3971","MONTEREY","Sep",2012,7010
"3972","NAPA","Sep",2012,2294
"3973","NEVADA","Sep",2012,1841
"3974","ORANGE","Sep",2012,50846
"3975","PLACER","Sep",2012,6679
"3976","PLUMAS","Sep",2012,371
"3977","RIVERSIDE","Sep",2012,54670
"3978","SACRAMENTO","Sep",2012,32240
"3979","SAN BENITO","Sep",2012,1228
"3980","SAN BERNARDINO","Sep",2012,46734
"3981","SAN DIEGO","Sep",2012,65166
"3982","SAN FRANCISCO","Sep",2012,15587
"3983","SAN JOAQUIN","Sep",2012,18057
"3984","SAN LUIS OBISPO","Sep",2012,4049
"3985","SAN MATEO","Sep",2012,10128
"3986","SANTA BARBARA","Sep",2012,6172
"3987","SANTA CLARA","Sep",2012,31557
"3988","SANTA CRUZ","Sep",2012,4464
"3989","SHASTA","Sep",2012,4626
"3990","SIERRA","Sep",2012,53
"3991","SISKIYOU","Sep",2012,953
"3992","SOLANO","Sep",2012,9470
"3993","SONOMA","Sep",2012,8705
"3994","STANISLAUS","Sep",2012,13181
"3995","SUTTER","Sep",2012,2214
"3996","TEHAMA","Sep",2012,1181
"3997","TRINITY","Sep",2012,214
"3998","TULARE","Sep",2012,12432
"3999","TUOLUMNE","Sep",2012,1232
"4000","VENTURA","Sep",2012,17685
"4001","YOLO","Sep",2012,3344
"4002","YUBA","Sep",2012,1756
"4003","ALAMEDA","Oct",2012,29620
"4004","ALPINE","Oct",2012,19
"4005","AMADOR","Oct",2012,876
"4006","BUTTE","Oct",2012,4285
"4007","CALAVERAS","Oct",2012,1095
"4008","COLUSA","Oct",2012,518
"4009","CONTRA COSTA","Oct",2012,19664
"4010","DEL NORTE","Oct",2012,597
"4011","EL DORADO","Oct",2012,3391
"4012","FRESNO","Oct",2012,26526
"4013","GLENN","Oct",2012,485
"4014","HUMBOLDT","Oct",2012,1943
"4015","IMPERIAL","Oct",2012,14395
"4016","INYO","Oct",2012,367
"4017","KERN","Oct",2012,17908
"4018","KINGS","Oct",2012,3694
"4019","LAKE","Oct",2012,1556
"4020","LASSEN","Oct",2012,477
"4021","LOS ANGELES","Oct",2012,188539
"4022","MADERA","Oct",2012,3114
"4023","MARIN","Oct",2012,3039
"4024","MARIPOSA","Oct",2012,377
"4025","MENDOCINO","Oct",2012,1406
"4026","MERCED","Oct",2012,6124
"4027","MODOC","Oct",2012,167
"4028","MONO","Oct",2012,534
"4029","MONTEREY","Oct",2012,7353
"4030","NAPA","Oct",2012,2077
"4031","NEVADA","Oct",2012,1880
"4032","ORANGE","Oct",2012,49991
"4033","PLACER","Oct",2012,6549
"4034","PLUMAS","Oct",2012,403
"4035","RIVERSIDE","Oct",2012,52675
"4036","SACRAMENTO","Oct",2012,31220
"4037","SAN BENITO","Oct",2012,1380
"4038","SAN BERNARDINO","Oct",2012,45713
"4039","SAN DIEGO","Oct",2012,64284
"4040","SAN FRANCISCO","Oct",2012,15166
"4041","SAN JOAQUIN","Oct",2012,18070
"4042","SAN LUIS OBISPO","Oct",2012,3844
"4043","SAN MATEO","Oct",2012,9831
"4044","SANTA BARBARA","Oct",2012,6202
"4045","SANTA CLARA","Oct",2012,30891
"4046","SANTA CRUZ","Oct",2012,4677
"4047","SHASTA","Oct",2012,4653
"4048","SIERRA","Oct",2012,60
"4049","SISKIYOU","Oct",2012,1020
"4050","SOLANO","Oct",2012,9156
"4051","SONOMA","Oct",2012,8566
"4052","STANISLAUS","Oct",2012,13961
"4053","SUTTER","Oct",2012,2408
"4054","TEHAMA","Oct",2012,1126
"4055","TRINITY","Oct",2012,225
"4056","TULARE","Oct",2012,13147
"4057","TUOLUMNE","Oct",2012,1230
"4058","VENTURA","Oct",2012,17009
"4059","YOLO","Oct",2012,3563
"4060","YUBA","Oct",2012,1733
"4061","ALAMEDA","Nov",2012,29773
"4062","ALPINE","Nov",2012,20
"4063","AMADOR","Nov",2012,907
"4064","BUTTE","Nov",2012,4860
"4065","CALAVERAS","Nov",2012,1145
"4066","COLUSA","Nov",2012,1179
"4067","CONTRA COSTA","Nov",2012,19801
"4068","DEL NORTE","Nov",2012,720
"4069","EL DORADO","Nov",2012,3693
"4070","FRESNO","Nov",2012,30886
"4071","GLENN","Nov",2012,614
"4072","HUMBOLDT","Nov",2012,2301
"4073","IMPERIAL","Nov",2012,13074
"4074","INYO","Nov",2012,419
"4075","KERN","Nov",2012,20101
"4076","KINGS","Nov",2012,4009
"4077","LAKE","Nov",2012,1749
"4078","LASSEN","Nov",2012,610
"4079","LOS ANGELES","Nov",2012,186458
"4080","MADERA","Nov",2012,4146
"4081","MARIN","Nov",2012,3081
"4082","MARIPOSA","Nov",2012,496
"4083","MENDOCINO","Nov",2012,1657
"4084","MERCED","Nov",2012,8398
"4085","MODOC","Nov",2012,214
"4086","MONO","Nov",2012,544
"4087","MONTEREY","Nov",2012,10222
"4088","NAPA","Nov",2012,2580
"4089","NEVADA","Nov",2012,2033
"4090","ORANGE","Nov",2012,49418
"4091","PLACER","Nov",2012,6843
"4092","PLUMAS","Nov",2012,627
"4093","RIVERSIDE","Nov",2012,51397
"4094","SACRAMENTO","Nov",2012,31948
"4095","SAN BENITO","Nov",2012,1648
"4096","SAN BERNARDINO","Nov",2012,45413
"4097","SAN DIEGO","Nov",2012,64006
"4098","SAN FRANCISCO","Nov",2012,15250
"4099","SAN JOAQUIN","Nov",2012,20512
"4100","SAN LUIS OBISPO","Nov",2012,3976
"4101","SAN MATEO","Nov",2012,9905
"4102","SANTA BARBARA","Nov",2012,6802
"4103","SANTA CLARA","Nov",2012,31386
"4104","SANTA CRUZ","Nov",2012,6855
"4105","SHASTA","Nov",2012,5101
"4106","SIERRA","Nov",2012,85
"4107","SISKIYOU","Nov",2012,1374
"4108","SOLANO","Nov",2012,9642
"4109","SONOMA","Nov",2012,8960
"4110","STANISLAUS","Nov",2012,16530
"4111","SUTTER","Nov",2012,3011
"4112","TEHAMA","Nov",2012,1275
